30000 30000
14476 15052 -43
14476 17942 -32
14476 24926 35
14477 7278 93
14477 15845 -88
14477 27775 34
14478 3001 -87
14478 4405 100
14478 5261 -60
14478 11707 43
14478 19774 -82
14478 27527 25
14478 28319 63
14480 16574 -31
14480 23543 42
14481 8900 -24
14481 20650 54
14481 25529 28
14481 29673 -68
14482 3085 -78
14483 8978 -90
14483 14009 -12
14483 17256 -71
14483 21355 27
14483 25297 38
14484 6066 98
14484 26052 10
14485 909 -23
14485 6350 -89
14486 2029 72
14486 5969 54
14486 12566 76
14486 19284 93
14487 18643 12
14487 29230 39
14488 5927 53
14488 7113 -59
14488 13578 -39
14489 14486 -33
14489 21815 -99
14489 23924 -72
14490 5857 2
14490 11359 -18
14492 1172 -31
14492 3533 21
14493 9871 -26
14494 16407 -92
14494 16662 -87
14494 18608 16
14496 3180 -33
14496 6810 -58
14496 9635 -20
14496 10296 -99
14496 11088 63
14497 13485 -25
14498 7715 -86
14498 8984 -36
14498 20830 96
14498 23648 -93
14499 2288 31
14499 13700 -43
14500 10922 63
14500 19809 8
14500 23958 13
14501 7284 -19
14502 15050 -23
14502 27678 35
14503 10790 11
14503 13409 -75
14503 21645 -96
14503 22626 58
14504 9896 48
14504 10067 87
14504 17639 -75
14505 12324 36
14505 23818 -67
14507 8462 -21
14507 18605 -16
14507 24153 -15
14507 28641 -50
14508 1845 98
14508 11184 -100
14508 17134 34
14508 22184 -90
14509 1552 77
14509 15930 -75
14509 24398 -54
14509 28875 -21
14510 14021 33
14511 6951 -22
14511 10382 87
14511 14039 -89
14512 7539 -39
14512 9674 63
14512 11086 94
14512 13141 45
14512 20246 -19
14512 22257 77
14512 24741 47
14513 20643 60
14514 4214 -51
14514 10542 7
14514 21567 3
14514 27972 51
14514 28977 -64
14515 8376 11
14515 19281 12
14515 21567 -41
14516 23870 -9
14516 28366 87
14517 133 -78
14517 15648 -74
14518 10575 64
14519 17726 -74
14519 18462 -42
14519 29474 -59
14519 29515 -31
14520 1930 83
14520 13172 -41
14520 20280 94
14520 27900 73
14521 14370 62
14521 27454 -79
14522 6707 -51
14522 17630 -35
14523 2976 6
14523 13000 -57
14523 14730 78
14523 21191 98
14523 21503 -25
14524 1162 -22
14524 1597 17
14524 3385 -82
14524 14342 75
14524 22008 -93
14525 19065 96
14525 26138 -66
14526 912 -80
14526 9964 18
14526 10944 6
14526 14373 -19
14526 27793 -19
14527 25137 79
14528 2823 -23
14528 5964 88
14528 24378 -85
14529 26811 27
14531 5662 -72
14531 6083 -5
14531 14009 -90
14531 22408 88
14531 27081 -58
14532 16842 -50
14532 28393 -30
14533 3661 -87
14533 3737 42
14533 4841 91
14533 18021 63
14533 27153 82
14533 29847 -52
14534 9297 25
14534 12442 35
14534 13814 51
14535 5305 -20
14535 10309 -65
14536 4189 -63
14536 8508 -82
14536 14534 -69
14536 21951 -39
14536 23582 -11
14536 26433 74
14537 11968 7
14537 13693 -39
14538 6680 98
14538 12252 -40
14538 29618 99
14539 5688 43
14539 14839 24
14539 29761 16
14540 10733 68
14540 17268 -8
14540 23688 5
14540 25835 -52
14540 29034 31
14541 12777 13
14541 16232 83
14541 26669 10
14541 27745 2
14542 14784 -9
14542 16183 -80
14542 27824 40
14543 9084 -12
14544 2471 -65
14544 6333 -42
14544 10439 51
14544 12619 -77
14544 14132 -34
14544 18389 -2
14545 19389 -75
14545 28786 9
14546 1445 93
14546 12061 70
14546 20300 -74
14547 685 83
14547 18098 11
14547 26937 -94
14548 20792 -13
14549 6127 81
14549 12834 86
14549 13990 16
14549 27724 74
14550 723 54
14550 2537 49
14550 2875 30
14550 29753 37
14550 29890 -10
14551 12643 -86
14551 17012 62
14551 18172 21
14551 29969 -64
14552 253 85
14552 19012 54
14552 20998 -50
14552 21813 70
14552 22600 36
14552 24751 38
14552 25232 90
14553 4419 6
14553 5374 -31
14553 5548 -38
14553 18425 78
14553 24135 44
14553 25307 62
14553 28652 -64
14553 29605 -22
14554 11270 -29
14554 25330 57
14554 27123 84
14555 787 -87
14555 2825 65
14555 4021 15
14555 12385 -59
14555 12925 42
14555 13483 51
14555 16913 -29
14556 376 -73
14556 12957 39
14556 27425 6
14556 27497 -69
14557 12968 -29
14558 322 77
14558 16625 -20
14559 1676 80
14559 5821 -88
14559 9627 -70
14559 9662 10
14559 25830 -44
14560 2316 52
14560 5032 26
14560 5458 81
14560 6734 -80
14560 27346 71
14560 27528 18
14562 4910 18
14562 10496 7
14562 17634 -96
14562 20148 -9
14562 20308 -92
14562 21547 57
14562 23939 -81
14563 11999 99
14563 14716 -16
14563 16742 94
14563 17952 -77
14563 21333 39
14563 24502 -13
14563 25263 -92
14563 27891 100
14564 2078 -17
14564 15174 2
14564 18534 -42
14564 20529 -42
14564 24912 21
14565 5463 -90
14565 20243 -73
14566 2793 75
14566 3444 23
14566 5859 60
14566 13414 56
14566 17596 -85
14566 19335 -31
14567 13737 -4
14567 15600 15
14567 18209 94
14567 21048 24
14567 24475 -28
14567 24722 -50
14568 24939 6
14568 27546 13
14569 2804 41
14569 16552 -9
14569 16960 31
14570 459 46
14570 11197 -51
14570 28442 89
14571 20077 -45
14572 9429 -88
14572 22600 -91
14572 25122 31
14573 16266 -12
14573 20117 -82
14573 28090 -42
14574 6781 56
14574 10739 56
14574 15534 14
14576 4224 -9
14576 11728 52
14576 17553 -67
14577 15707 62
14577 17328 -75
14577 23970 -37
14578 2287 88
14578 9703 -22
14578 12931 -4
14578 18330 -82
14578 27162 -2
14579 5051 21
14579 10981 24
14579 13044 -35
14580 9481 67
14580 18232 -68
14580 28258 87
14581 4919 92
14581 22745 5
14582 5233 20
14582 14748 -12
14582 15263 -90
14582 19175 -92
14583 16560 -59
14584 26718 100
14585 1082 -18
14585 11125 7
14585 14517 -78
14586 5250 48
14586 13002 93
14586 15621 81
14586 17136 -1
14586 18111 -2
14586 18443 19
14586 24191 -3
14586 25224 -37
14586 27217 -96
14586 27668 -90
14586 29465 -24
14587 4400 -81
14587 29574 -12
14588 3180 -21
14588 5509 -11
14588 5569 9
14588 16683 -25
14589 10234 81
14589 13107 -89
14589 27836 -99
14590 22591 -59
14591 11256 -66
14591 20646 -35
14591 23440 36
14591 24687 42
14591 26109 81
14592 11131 -89
14592 12661 -39
14592 28264 -9
14593 7829 17
14593 8020 -21
14593 14042 31
14594 8150 -29
14594 9197 81
14594 21550 -58
14595 23063 11
14595 25203 80
14595 27187 -50
14596 2062 89
14596 4176 -77
14597 3314 -69
14597 7792 -58
14597 12682 -81
14597 16751 -89
14597 27845 -27
14597 29137 -22
14598 28729 -94
14599 2986 69
14599 14801 -42
14599 20068 12
14599 21729 73
14599 29521 34
14600 14321 29
14600 28084 -98
14601 8362 -54
14601 9197 -37
14601 23036 42
14602 3487 63
14602 15047 38
14602 26470 -21
14603 22672 17
14603 23242 -60
14604 10622 18
14604 17123 -47
14604 26186 2
14605 6400 49
14605 23270 80
14606 16306 -76
14606 24304 -35
14606 27174 -57
14606 28997 -41
14607 18150 -36
14607 20591 51
14607 29553 -83
14608 12057 7
14608 21790 55
14609 10755 -49
14609 23520 56
14610 1696 -76
14610 4738 7
14611 9548 -41
14611 12695 18
14611 24726 -62
14611 27648 -77
14612 227 31
14612 13258 92
14612 16291 -19
14612 21204 -74
14613 13745 62
14614 3075 82
14614 5264 23
14614 10518 -64
14614 14922 -64
14614 20017 47
14614 20151 67
14615 1284 -49
14615 9313 25
14615 10883 -59
14615 18896 91
14615 24168 -52
14616 8508 63
14616 11779 -48
14616 20526 57
14617 16103 40
14617 20056 -1
14617 23910 93
14617 29321 -37
14618 9777 -9
14618 19097 -16
14619 588 -5
14619 4198 -34
14619 15612 47
14619 16045 72
14619 17069 87
14620 280 -84
14620 11541 -19
14620 13567 89
14620 29691 96
14621 11384 24
14621 13397 78
14621 16413 60
14621 22467 26
14621 28730 -22
14621 29884 -38
14622 16063 -77
14622 26053 -97
14624 2067 -36
14624 26136 54
14625 13129 29
14625 16401 -22
14625 24989 94
14626 1502 -3
14626 4206 -96
14626 7923 -38
14627 27469 49
14628 3316 15
14628 3374 89
14630 7484 -50
14630 11919 14
14631 287 87
14631 2945 47
14631 28527 10
14631 29850 -25
14632 4148 -5
14632 8373 -7
14632 12785 -40
14632 22532 -10
14632 27919 -31
14633 4321 -26
14633 5975 40
14633 12061 71
14633 20633 14
14634 13688 93
14634 16065 -58
14634 27374 84
14635 312 75
14635 10776 -94
14635 12847 99
14635 14626 11
14635 24525 -1
14635 25408 91
14635 28578 27
14636 590 -98
14636 3311 -44
14636 7551 72
14636 9773 5
14636 11664 10
14636 13035 -78
14636 14099 -30
14637 10582 -37
14637 12989 44
14637 24028 -98
14637 27455 19
14638 15116 25
14638 15955 80
14638 17383 84
14639 23544 63
14639 28510 -75
14640 3911 -76
14640 5045 -63
14640 10519 77
14640 15066 -65
14640 23529 -46
14641 1983 24
14641 6752 -36
14641 16020 -82
14641 17624 -88
14641 18403 -79
14642 330 -79
14642 7953 -48
14642 18520 12
14642 21677 -75
14642 23749 -56
14643 10066 95
14643 17746 -33
14643 19127 5
14643 27641 97
14643 28264 68
14644 1806 70
14644 22927 -10
14644 25146 83
14645 2835 -76
14645 14730 52
14645 17396 40
14646 15881 -89
14647 7668 22
14647 8151 32
14647 11747 50
14647 16843 49
14648 6229 49
14648 13053 27
14648 16372 3
14649 1444 26
14649 9311 4
14649 23672 -73
14650 5420 42
14650 27727 -43
14651 8288 74
14651 14215 54
14651 17079 -1
14651 17778 -91
14651 18811 -50
14651 29021 60
14652 15551 26
14652 15775 -56
14652 16755 -1
14652 27050 19
14653 3351 -4
14653 5036 -57
14653 11442 69
14653 22542 87
14653 27267 -95
14653 29498 -52
14654 24664 27
14654 26707 -84
14654 28321 71
14655 2535 40
14655 3584 -85
14655 13928 -39
14655 14232 56
14655 14376 21
14656 10691 -1
14656 28984 25
14657 20797 -37
14658 9638 -61
14658 9755 34
14658 19736 54
14659 18914 -57
14659 25398 -33
14659 28621 -54
14660 8477 68
14660 19535 32
14661 646 -11
14661 6165 63
14661 25065 64
14662 3006 -45
14662 4026 41
14662 9868 -7
14662 11406 7
14662 13629 -14
14662 21502 21
14662 29267 -65
14663 477 97
14663 4551 32
14663 14924 -12
14663 19233 66
14663 24330 52
14664 15976 76
14665 832 -9
14665 19640 -93
14665 23367 -97
14665 27631 42
14666 1988 67
14666 7875 33
14666 25774 51
14667 726 22
14667 2300 -52
14667 9754 -28
14668 9416 47
14668 22722 -49
14668 28483 -68
14669 916 29
14669 7615 66
14669 16502 -50
14669 16917 84
14669 18483 32
14670 954 46
14670 3355 78
14670 7667 -95
14671 13094 30
14671 23112 15
14672 3546 -14
14672 11742 24
14673 18633 -98
14673 21346 -21
14673 22751 36
14673 24283 -45
14673 25542 -53
14673 29646 -19
14674 1377 -1
14674 12421 -28
14674 16331 -83
14675 2372 33
14675 11425 28
14676 6190 60
14676 16654 -7
14676 20199 -43
14677 5071 -15
14677 7882 91
14677 19610 -72
14678 24676 -14
14679 9780 -36
14679 11824 -27
14680 14335 21
14680 24732 -47
14681 16726 65
14681 18960 -55
14681 19546 -71
14681 24666 -85
14682 1453 -45
14682 15992 -27
14682 29006 -80
14683 1230 -92
14683 14447 -94
14683 17329 48
14683 23261 76
14683 26416 -16
14684 102 99
14684 9702 -2
14684 11519 16
14684 21665 61
14685 5678 -16
14685 8429 -95
14685 8984 -35
14685 13877 7
14685 17883 -21
14685 24533 22
14685 28659 -96
14687 18858 88
14687 19330 59
14687 21845 30
14687 26067 -17
14687 28332 -84
14689 2910 87
14689 3605 45
14689 10437 -37
14689 18034 44
14690 678 -9
14690 8519 13
14690 16748 -74
14690 18584 -95
14691 13636 17
14692 6718 -29
14692 9024 90
14692 12633 -61
14692 25793 -9
14694 2142 -4
14694 5992 -62
14694 15536 -55
14694 28538 78
14695 2235 82
14695 10516 -99
14695 23383 -47
14696 10449 -83
14696 20176 -1
14698 8850 31
14698 21853 84
14699 97 -3
14699 784 -2
14699 23637 -99
14699 28150 -82
14699 28355 12
14700 15023 92
14701 4116 -98
14701 21339 21
14701 23845 80
14702 4269 41
14702 16078 -84
14702 17190 1
14702 19532 12
14702 21565 -6
14703 5177 -16
14703 7636 98
14703 7673 -92
14703 20283 70
14703 28698 -39
14704 7140 21
14704 7150 -47
14704 17344 -54
14705 7162 65
14705 9130 -91
14705 12350 -60
14705 23380 -73
14707 26584 63
14708 7597 -83
14708 17085 40
14709 12566 87
14709 13367 -62
14709 24897 94
14710 8228 -29
14710 20935 -93
14711 14654 -66
14711 25793 -62
14711 26571 57
14711 26952 -25
14712 11806 40
14713 7629 56
14713 15288 17
14713 25533 -71
14715 13571 84
14715 15404 -87
14715 26558 12
14716 849 100
14716 7500 55
14716 16795 -92
14716 20774 63
14716 20928 6
14716 22374 -75
14717 16017 -61
14717 21046 -63
14717 24887 84
14718 2009 -12
14718 4071 -5
14718 12993 26
14718 18871 -39
14718 19842 96
14718 19892 -90
14718 27509 -25
14718 28991 -21
14719 4972 6
14719 19638 30
14719 20503 -75
14719 21726 59
14719 27299 4
14720 12709 -93
14720 24162 42
14721 5488 -85
14721 13787 66
14721 20027 53
14721 22293 7
14721 29008 70
14722 256 24
14722 11808 -24
14724 3915 49
14724 16163 34
14724 19591 81
14724 24440 -64
14724 26911 -56
14724 27511 4
14725 7758 18
14725 7926 -4
14725 14401 -66
14726 4480 79
14726 22303 54
14726 25425 -4
14727 6974 -97
14727 15519 -99
14727 24369 -5
14727 29823 -46
14728 596 -50
14728 3755 -65
14728 5778 -49
14728 7557 30
14728 14027 69
14728 26885 -57
14729 1132 15
14729 5844 -97
14729 24524 25
14729 29365 54
14730 12765 78
14730 25604 -61
14731 4948 -24
14731 8636 -16
14732 21254 74
14732 24397 96
14733 2816 51
14733 4099 86
14733 9158 73
14733 20776 -75
14733 22956 -68
14734 9383 -82
14734 21048 1
14734 23247 -71
14734 26867 -16
14735 15156 -5
14735 22069 -39
14736 1013 29
14736 2730 60
14737 1770 -28
14737 3016 -64
14737 4074 99
14737 9574 34
14737 19700 -5
14737 26379 -67
14738 1637 -100
14738 2582 -73
14738 15757 -38
14738 24477 -35
14739 2967 -28
14739 19773 89
14740 10409 -9
14740 16315 13
14741 3549 40
14742 5320 -94
14742 6756 -43
14742 18591 -95
14743 10844 43
14743 26262 -70
14744 3763 -95
14744 15199 -33
14744 17069 18
14744 23177 -8
14744 26002 33
14745 12954 -28
14746 1566 -90
14746 3699 73
14746 5193 -49
14746 6390 9
14746 9034 9
14746 16666 8
14746 20025 65
14746 27175 14
14746 29906 -43
14747 1704 -35
14747 5401 33
14747 9998 -52
14747 11040 -53
14747 20308 -98
14747 20925 48
14747 25286 -43
14748 13807 -89
14748 21009 -94
14748 28326 -71
14749 24960 -7
14750 4879 -64
14750 6071 -87
14750 10826 73
14751 171 -92
14751 3227 58
14751 4025 51
14751 6302 37
14751 17559 38
14751 24857 -56
14752 19191 -16
14752 19476 26
14752 26290 -16
14753 11146 -23
14753 18598 -17
14753 19402 59
14754 7452 -82
14754 15208 79
14754 15520 -64
14755 5890 39
14755 21158 -42
14755 22368 76
14755 23272 32
14755 23321 64
14755 25855 -29
14756 3515 -19
14756 21025 3
14756 28038 -51
14757 7730 19
14757 8905 29
14757 22070 -37
14757 25862 59
14758 2170 76
14758 3733 -11
14758 19302 83
14758 23564 44
14759 17378 -37
14759 25140 73
14759 27529 -29
14760 2730 -21
14760 19252 -44
14761 15783 69
14762 959 -94
14762 5656 -34
14762 9013 3
14762 11141 85
14762 28878 -13
14763 9595 74
14763 10446 -17
14763 13944 30
14763 19912 21
14763 21074 86
14764 15408 -79
14765 10366 -71
14765 22126 -69
14766 5972 -60
14766 7285 -19
14766 26030 14
14766 26994 75
14767 18465 33
14767 26119 -24
14767 29648 -14
14768 1906 -21
14768 10175 84
14768 13809 82
14768 17744 -64
14769 4883 58
14769 13856 9
14769 17513 -35
14769 20140 24
14769 23138 59
14769 24983 -64
14770 7447 -16
14770 11321 -34
14770 15814 54
14770 25931 3
14771 718 22
14772 908 -14
14772 4345 49
14772 18616 -6
14772 29765 15
14773 4339 48
14773 5146 51
14773 8245 87
14773 10244 -15
14773 20281 35
14773 24009 9
14774 10472 -35
14774 12577 -10
14775 3146 -62
14775 7498 -67
14776 16495 -9
14776 18910 -93
14776 22282 -100
14776 22578 5
14776 25378 -11
14777 10702 -33
14777 11603 93
14777 17213 62
14777 25844 67
14778 8075 -12
14778 20174 -81
14779 2318 27
14779 4935 -93
14779 21167 95
14779 22985 -71
14780 28543 25
14781 6054 54
14781 9535 22
14782 4545 54
14782 6461 32
14782 7951 75
14782 21414 -15
14783 13575 71
14783 22160 92
14784 1185 -79
14784 5530 54
14784 6975 -8
14784 7018 -21
14784 26498 29
14784 26775 -54
14784 28591 -93
14785 10151 64
14785 17389 -81
14786 27961 -73
14787 7622 49
14788 1901 -59
14788 17191 -1
14788 27507 -38
14789 2042 14
14789 7367 94
14789 17633 -29
14789 20875 -71
14790 2291 77
14790 18672 74
14790 19696 -99
14790 25257 -5
14791 11472 7
14791 13802 81
14791 20488 98
14791 24877 -49
14791 25341 3
14792 4506 -95
14792 8625 28
14792 12416 60
14792 13675 8
14792 15658 -86
14792 19048 52
14792 20082 86
14794 8549 -47
14794 14427 -73
14794 23087 73
14794 27743 -29
14795 9069 54
14795 20210 27
14795 23677 11
14796 10609 97
14796 16586 59
14796 23201 16
14796 23452 -74
14796 26198 -25
14796 26901 20
14797 27587 21
14798 4154 -72
14798 6514 -90
14798 10850 -4
14798 11363 79
14798 12262 -40
14798 14210 -63
14798 19253 -65
14799 2326 4
14799 17140 -93
14799 27246 72
14799 29753 48
14800 4437 32
14800 9803 -54
14800 26474 46
14800 29308 -51
14801 4609 66
14801 6377 91
14801 23257 23
14801 25775 -30
14802 2975 -11
14802 3077 -61
14802 7729 -27
14802 24912 67
14803 2685 100
14803 11836 -13
14803 14336 -7
14803 27735 -84
14804 12020 -64
14804 29497 64
14805 6454 -73
14805 6625 97
14805 14185 93
14805 20853 -6
14805 23088 -39
14805 24586 89
14806 1723 48
14806 5397 32
14806 25242 -41
14806 27976 33
14807 4175 -4
14807 10963 -31
14808 5043 7
14808 7284 -5
14808 10085 -93
14809 3243 -60
14809 6204 -63
14809 16110 53
14809 22226 69
14810 9818 61
14810 14783 -87
14810 18989 3
14811 4236 58
14811 7583 95
14811 11515 -57
14811 26388 79
14812 7976 34
14812 15799 -41
14812 17251 -18
14813 13683 -7
14813 23748 38
14814 15049 37
14814 22443 -74
14815 1804 -57
14815 12509 66
14816 7849 15
14816 11852 16
14816 27950 54
14817 3988 8
14817 13626 -84
14817 21629 82
14817 27047 9
14818 1366 38
14818 3259 45
14818 6884 -13
14818 13940 50
14818 18739 50
14819 2518 8
14819 7194 100
14819 19336 -20
14819 21803 -56
14820 13740 22
14820 22225 37
14820 23158 -33
14820 24371 -28
14820 25499 -5
14822 3666 -18
14822 8882 93
14822 12937 -61
14822 13929 -85
14822 25968 -44
14822 29949 92
14823 20764 -45
14823 22367 -14
14823 26009 49
14824 6366 49
14824 9848 -68
14824 14273 45
14824 16911 -2
14824 20424 55
14824 24055 -18
14825 860 -24
14825 982 49
14825 20379 9
14825 27077 58
14825 29881 27
14826 16131 77
14826 25959 7
14826 26818 8
14826 28399 -7
14827 18015 -56
14827 22986 -31
14827 23927 -58
14827 26253 -43
14828 12469 -12
14829 2776 -87
14829 7003 94
14829 11484 -54
14829 16157 -36
14829 16889 -13
14830 7581 39
14830 9205 8
14830 10284 -27
14830 17818 94
14831 6581 -47
14831 15132 37
14832 21069 35
14833 1496 -92
14833 10121 -3
14833 13855 89
14834 1515 17
14834 7577 99
14834 12163 -18
14834 21388 1
14835 915 -34
14835 12834 63
14835 18971 38
14835 21512 14
14836 1655 -19
14837 736 87
14837 5048 -80
14837 19906 86
14837 20581 69
14838 22428 -46
14838 24986 -81
14838 25190 -9
14838 26477 -19
14839 7572 41
14839 7929 -15
14839 11587 -72
14839 22361 -55
14840 10151 1
14840 19590 -44
14840 25491 -16
14841 8490 -30
14841 14159 63
14841 15188 -48
14841 17346 95
14841 17731 -34
14841 17991 -71
14841 23017 60
14842 8466 -88
14842 13771 -87
14842 17348 -27
14842 17902 -71
14842 19256 50
14842 19842 -69
14842 20439 44
14842 23082 99
14843 167 53
14843 924 -30
14843 8992 -95
14843 18280 16
14843 19606 -66
14844 3809 -3
14844 17463 -4
14845 16479 -66
14845 29474 -52
14846 2704 48
14846 16732 75
14846 23970 22
14847 24132 -53
14848 914 43
14848 15182 -5
14848 20279 23
14848 26772 -75
14849 1724 59
14849 5423 -36
14849 15981 -18
14849 16834 -25
14849 18118 39
14849 20817 -56
14849 27296 62
14849 27341 26
14850 9978 29
14850 15177 99
14850 20635 99
14850 29138 94
14851 23451 -36
14852 3363 2
14852 27228 36
14853 2113 73
14853 2643 -95
14853 2786 -21
14853 11478 -34
14854 2890 -30
14854 15721 -46
14854 17748 -89
14854 18328 32
14854 19887 92
14854 25510 -15
14855 3678 88
14855 5707 -45
14855 8810 -77
14855 13243 45
14855 26923 40
14856 18680 94
14857 5632 -51
14857 6996 -43
14857 10054 -6
14857 20106 -75
14857 26799 82
14858 1116 70
14858 15378 -88
14859 2006 -34
14859 6157 11
14859 17592 40
14859 23084 -36
14860 10715 73
14860 29518 -46
14861 4663 -77
14861 10428 30
14862 2678 -32
14862 5405 -16
14862 7621 -95
14862 11890 -86
14862 21643 -7
14863 21284 -20
14863 23253 -61
14863 23941 36
14864 19888 -25
14865 4756 9
14866 17434 63
14866 17955 -57
14866 21649 95
14866 22260 96
14866 25746 -93
14867 15132 -96
14867 22042 38
14868 5718 84
14869 16160 -63
14869 17838 19
14869 26901 -53
14870 11674 -59
14870 11723 -28
14870 14374 10
14870 19551 79
14870 26814 54
14871 6147 -10
14872 344 -38
14872 5246 33
14872 5478 -55
14872 19477 -19
14872 27901 -86
14872 28828 -16
14873 6631 79
14873 11188 -77
14873 17981 -2
14873 26997 79
14874 6349 66
14874 9102 -31
14874 9558 -19
14874 17673 27
14875 21828 -45
14876 10075 22
14876 16347 -96
14876 21926 -28
14876 25400 -8
14878 3943 28
14879 1961 -29
14879 14122 -18
14879 19185 -49
14879 23909 -92
14879 26968 -69
14879 29819 85
14880 664 67
14880 696 98
14880 8154 78
14880 10074 9
14880 12608 62
14880 27997 49
14881 8037 25
14881 17744 83
14882 7122 77
14882 21422 70
14882 24236 24
14882 25122 61
14883 1836 -57
14883 2756 76
14883 12600 -100
14883 20621 29
14884 831 -43
14884 8240 -70
14884 16490 -52
14884 28589 -55
14885 3486 61
14885 13783 90
14885 20563 10
14885 22657 -67
14886 11904 13
14886 12459 -57
14886 25478 -44
14886 26527 78
14886 27560 91
14887 234 -82
14887 10038 53
14887 19968 79
14887 24692 73
14887 27131 -90
14888 12990 -44
14888 25660 6
14889 10138 9
14889 24183 52
14890 16143 -63
14890 21724 22
14890 24028 -58
14890 26212 9
14891 7952 -83
14891 18670 -39
14891 23960 -98
14891 28612 82
14892 29260 -73
14894 6267 21
14894 9603 1
14894 13804 -82
14894 27693 3
14895 854 6
14895 2985 -41
14895 6973 9
14895 10713 17
14895 12553 81
14895 14832 -57
14895 16324 96
14895 20966 -58
14895 21353 2
14895 22098 -87
14896 7022 53
14897 6557 -75
14897 11146 11
14897 27151 -56
14898 14170 -37
14898 14769 -51
14898 19311 53
14898 20313 -93
14898 23179 -37
14899 5023 6
14899 19317 84
14899 21781 -44
14899 21894 44
14900 23348 97
14900 27445 -92
14901 1713 -67
14901 5906 -39
14901 28339 -76
14902 2491 61
14902 2948 55
14902 4767 -80
14902 8525 -93
14902 24393 52
14903 3193 -2
14903 10667 -69
14903 17848 89
14903 25839 43
14903 27669 74
14903 27761 -89
14904 8076 87
14904 18827 45
14904 20651 13
14904 27694 32
14904 27781 68
14905 623 -87
14905 4419 12
14905 8657 35
14905 13594 66
14905 27491 -58
14906 10450 61
14906 18093 -90
14907 20605 22
14907 29164 -70
14908 16342 -19
14908 26761 -7
14909 814 -20
14909 12690 88
14909 26121 77
14910 8806 -70
14910 21496 -99
14910 27911 79
14911 5965 39
14911 8234 -82
14911 19736 27
14912 9348 -56
14912 15539 33
14912 23536 -67
14913 869 -80
14913 4098 -67
14913 16955 -69
14914 13347 -65
14915 6289 18
14915 6383 -48
14915 9569 -4
14915 10609 -70
14915 11387 20
14915 19723 1
14915 20609 95
14916 2142 1
14916 8454 -8
14916 29885 57
14917 29304 95
14918 4914 16
14918 21784 24
14918 26066 91
14918 26900 41
14919 24450 90
14919 28930 20
14920 12428 20
14920 16614 -51
14920 19105 -96
14920 19124 -60
14920 21956 97
14920 26089 -17
14921 3794 -89
14921 14722 51
14921 25169 27
14922 9672 -95
14922 11875 -56
14922 15623 47
14923 18351 67
14923 28537 -4
14924 9774 64
14924 16423 40
14924 24767 51
14925 14301 42
14925 15558 37
14925 24410 25
14926 11089 -77
14927 3087 -2
14927 11150 96
14927 18570 33
14927 20383 5
14928 2017 -7
14928 2480 35
14928 10009 86
14928 22451 3
14929 1560 100
14929 10679 -79
14929 23969 -34
14930 19456 29
14930 22236 -17
14931 1252 -26
14931 6212 13
14931 20567 97
14932 26045 19
14932 28620 -83
14933 5695 -7
14933 9929 -69
14933 12896 41
14933 17317 -25
14933 22706 -79
14933 23891 -66
14934 12123 -77
14934 17763 91
14934 22878 35
14934 26784 99
14935 2874 10
14935 5147 54
14935 13799 -11
14935 24659 62
14935 29884 -11
14937 15021 99
14937 28084 -47
14938 3760 19
14938 11030 -1
14938 19130 -8
14938 22243 32
14939 29679 75
14940 9767 31
14940 10770 -54
14940 13863 -64
14940 22306 17
14940 23347 -99
14941 5675 -78
14941 9218 39
14941 10229 -49
14941 21184 -56
14941 26643 20
14942 3857 -70
14942 20578 74
14942 28924 -33
14943 3635 28
14943 11520 -64
14943 15263 -4
14944 4213 -76
14944 7591 -23
14945 16185 38
14945 21422 -64
14945 26116 36
14945 27353 22
14946 9893 -70
14946 14825 -40
14946 21019 80
14946 27955 25
14946 28496 98
14947 7687 5
14947 28103 -28
14948 19056 97
14948 22875 -53
14948 25839 -6
14949 9534 -80
14949 16567 -57
14949 16993 -11
14949 22437 -17
14949 22615 15
14949 25602 -87
14950 874 -40
14950 6792 52
14950 29370 -71
14951 8094 -34
14951 14691 97
14951 14816 -50
14951 15471 -17
14951 17157 54
14951 17366 -54
14951 26086 22
14951 28267 -25
14952 4955 -36
14953 19084 -85
14953 21807 -33
14953 27483 68
14953 29857 -33
14954 890 4
14954 14504 14
14955 9251 -22
14955 14245 78
14955 20010 34
14956 3709 -5
14956 24901 -50
14957 4552 59
14957 15464 -10
14957 21607 54
14957 23454 -84
14957 23686 38
14957 27830 7
14958 2293 -27
14958 5914 34
14958 12965 13
14958 24813 60
14958 25113 88
14959 11894 10
14960 893 -66
14960 8409 78
14961 4173 83
14961 5506 86
14961 8438 -52
14961 28880 -29
14962 17893 95
14962 19487 -94
14963 18479 91
14964 11260 24
14964 13245 -6
14964 14066 -84
14964 22090 63
14964 25280 -49
14965 960 9
14965 1143 -41
14965 1240 -41
14965 3351 -7
14965 6782 96
14965 19996 -60
14965 22544 56
14965 29449 36
14965 29662 42
14966 2796 12
14966 6833 -37
14967 1483 -56
14967 2370 84
14967 3419 77
14967 13973 -94
14967 20947 -19
14967 21179 -30
14967 28070 -96
14968 12553 -48
14968 12889 -21
14969 2346 -44
14969 16129 -4
14969 16266 21
14969 18189 44
14969 21650 81
14969 21763 -96
14970 1240 -75
14970 3833 67
14970 19013 19
14970 20487 15
14971 12609 25
14971 27493 86
14971 29525 67
14972 2667 50
14972 4619 -16
14972 20760 -56
14972 23921 85
14973 2091 -63
14973 22894 72
14974 26096 -82
14974 29173 -36
